3141|10000|Public
5|$|Kylie debuted {{at number}} {{two in the}} UK on 16 July 1988. However, in its seventh week, the album {{eventually}} peaked at number one, staying there for four consecutive weeks, and two weeks in November 1988, and was certified six times platinum {{at the start of}} 1989. It sold 1.8million copies in 1988 (eventually sold 2,105,698 copies) and became that year's best selling album. Kylie was the first album <b>by</b> <b>a</b> <b>female</b> solo artist to exceed sales of two million in the UK, and is the 58th best-selling album of all time. and was the best selling album <b>by</b> <b>a</b> <b>female</b> artist of the 1980s <b>by</b> <b>a</b> <b>female</b> artist. Eventually, in 1989, Minogue became the youngest singer ever in UK music history to have a number one album, and held that record until Canadian recording artist Avril Lavigne's album Let Go was released in 2002.|$|E
5|$|Larter's {{performance}} in Final Destination earned her the Young Hollywood Award for a Breakthrough Performance <b>by</b> <b>a</b> <b>Female</b> in 2001. She also obtained a nomination from Blockbuster Entertainment Awards for Favorite Actress in Horror (Internet Only) {{in the same}} year.|$|E
5|$|The Hurt Locker {{received}} widespread acclaim and won six Academy Awards, including Best Picture. Bigelow won {{the award}} for Best Director, making it the only film <b>by</b> <b>a</b> <b>female</b> director to win in either category.|$|E
50|$|Barth {{syndrome}} {{has been}} predominately diagnosed in males, although <b>by</b> 2012 <b>a</b> <b>female</b> case had been reported.|$|R
5000|$|... #Article: The First Collection of Criticism <b>by</b> <b>a</b> Living <b>Female</b> Rock Critic ...|$|R
5000|$|Leo Award 2004: Best Performance <b>by</b> <b>a</b> Lead <b>Female,</b> Gina Chiarelli (Canada) ...|$|R
5|$|At the 2013 Latin Billboard Awards, Joyas Prestadas: Pop {{was awarded}} Album of the Year <b>by</b> <b>a</b> <b>Female</b> Artist while both albums were {{nominated}} Latin Pop Album of the Year and Regional Mexican Album of the Year. At the 2013 Mexican Oye! Awards, Joyas Prestadas: Banda was recognized Popular Album of the Year and Banda Album of the Year by a Soloist or Group, while Joyas Prestadas: Pop was nominated Pop Album of the Year <b>by</b> <b>a</b> <b>Female</b> Artist. Joyas Prestadas: Banda was nominated Album of the Year and Banda Album of the Year {{at the third}} Billboard Mexican Music Awards. Joyas Prestadas: Pop was nominated Top Latin Album of the Year and Latin Pop Album of the Year at the 2014 Billboard Latin Music Awards.|$|E
5|$|At the 67th Golden Globe Awards in January 2010, Alec Baldwin won {{his second}} Golden Globe Award in the {{category}} of Best Performance by an Actor in a Television Series (Comedy or Musical), for his portrayal of Jack Donaghy. Both Baldwin and Tina Fey won the Screen Actors Guild Awards in the categories of Outstanding Performance by a Male Actor in a Comedy Series and Outstanding Performance <b>by</b> <b>a</b> <b>Female</b> Actor in a Comedy Series, respectively.|$|E
5|$|Hungary has won {{the award}} 13 times, mainly {{on the back of}} its {{strength}} in medley swimming. Breaststrokers Ágnes Kovács and Károly Güttler, and backstroker Sándor Wladár were the only Hungarian winners who were not champion medley swimmers. Krisztina Egerszegi won four awards, the most <b>by</b> <b>a</b> <b>female</b> swimmer, while Tamás Darnyi claimed three.|$|E
60|$|He tapped at the door, {{which was}} opened <b>by</b> <b>an</b> elderly <b>female.</b>|$|R
50|$|Tiresias {{was turned}} into a woman after angering the goddess Hera <b>by</b> killing <b>a</b> <b>female</b> snake that was coupling.|$|R
5000|$|... #Caption: Hanoi tones as uttered <b>by</b> <b>a</b> {{different}} <b>female</b> {{speaker in}} isolation. From ...|$|R
5|$|In season 3, she was {{nominated}} for Primetime Emmy Award for Outstanding Lead Actress in a Drama Series at the 67th Primetime Emmy Awards, Best Actress – Television Series Drama at the 73rd Golden Globe Awards, as well as both Outstanding Performance <b>by</b> <b>a</b> <b>Female</b> Actor in a Drama Series and Outstanding Performance by an Ensemble in a Drama Series at the 22nd Screen Actors Guild Awards.|$|E
5|$|In the US, Autobiography was 2004's biggest {{debut album}} <b>by</b> <b>a</b> <b>female</b> artist, and in September the RIAA gave the album a triple {{platinum}} certification. Following its July 20 release, it debuted at {{number one on}} the Billboard 200 chart, selling about 398,000 copies; according to Nielsen SoundScan figures Autobiography sold a total of 2,576,945 copies from the time of its release until early January 2005, making it the ninth best-selling album of 2004.|$|E
